,name,link_to_all_reviews,Date First Available,Is Discontinued By Manufacturer,ASIN,Neck Material Type,Color Screen,Language:,Screen Size,Display Technology,Voice Command,Speaker Count,Fill Material,Product Dimensions,Wireless Communication Technology,Computer Memory Size,Connectivity Technology,Mfr Part Number,Release date,Manufacturer recommended age,Compatible Phone Models,Specific Uses for Product,Hardware Interface,Fretboard Material,Connector Type,Number of Strings,Batteries,Guitar Pickup Configuration,Color Name,Material Composition,Color,Wattage,Proficiency Level,Size,Scale Length,Musical Style,Is Dishwasher Safe,Domestic Shipping,Rated,Hardware Platform,Guitar Pick Thickness,Brand name,Voltage,Fabric Type,Pricing,Batteries Required,Package Weight,Our Recommended age,Output Wattage,Item Weight,Phone Standy Time (with data),Special Features,National Stock Number,Back Material,Item model number,Operating System,Compatible Devices,Mfg Recommended age,Headphones Jack,Manufacturer,Department,Item Package Dimensions L x W x H,Package Dimensions,Speaker Amplification Type,Phone Talk Time,Number of Keyboard Keys,Body Material,Guitar Bridge System,Form Factor,Material Type,Frequency,Supported Software,Top Material,Other display features,Included Components,Best Sellers Rank,Warranty,International Shipping,Power Source
6429,Wireless Bluetooth 4.2 Headphones Stereo Headset Sport in Ear Earphone Microphone by Creative Curiosities,,"January 29, 2019",No,B07N7YH898,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.06 ounces,,,,,,,,,,Bestsin,,,6.93 x 2.76 x 0.71 inches,,,,,,,,,,,,,"#6,892 in Earbud & In-Ear Headphones",,,
6430,Like !T in-Ear Headphones Canalphones Earbud Earphones with Microphone - 3.5mm Jack,https://www.amazon.com/Headphones-Canalphones-Earbud-Earphones-Microphone/product-reviews/B07TWL319T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 2, 2019",,B07TWL319T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423 ounces,,,,,EK-EHP01,,,,,LiKE !T by ELECOM KOREA,,,6.46 x 2.09 x 1.38 inches,,,,,,,,,,,,,"#22,259 in Earbud & In-Ear Headphones",,,
6431,Skullcandy Hesh 2 Over-Ear Headphones with Mic - Black,https://www.amazon.com/Skullcandy-Hesh-Over-Ear-Headphones-Mic/product-reviews/B00BYVZ2WU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 13, 2013",No,B00BYVZ2WU,,,,,,,,,3.94 x 3.94 x 3.94 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3 ounces,,,,,SCS6HSFY-161,,,,,Skullcandy,,,,,,,,,,,,,,,,"#3,074 in Over-Ear Headphones",,,
6432,"LZYCO USB C to 3.5mm Headphone Adapter, Type C to Audio Headphone Jack Adapter with DAC Chipset Compatible with Pixel 4 3 2 XL, Samsung Galaxy S10 S9 Plus Note 10, iPad Pro,Mate",,"December 30, 2019",,B0839GHN86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 ounces,,,,,,,,,,LZYCO,,,6.5 x 4 x 0.3 inches,,,,,,,,,,,,,"#1,673 in Headphone Adapters",,,
6433,"True Wireless Earbuds,NLSnakeDay B5 Bluetooth 5.0 Sports HD Stereo Touch Control Ear Buds with IPX5/Fast Connection/Mini Case/Total 16H Playtime (Black)",,"March 16, 2020",,B085XWXDQM,,,,,,,,,3.94 x 2.76 x 1.97 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.27 ounces,,,,,,,,,,NLSnakeDay,,,,,,,,,,,,,,,,"#55,894 in Earbud & In-Ear Headphones",,,
6434,"Antrader Right Angle Audio Adapters 3.5mm Stereo Female Jack to 1/4"" Stereo Male Plug Headphone Audio Adapter Converter Connector 6pcs",https://www.amazon.com/Antrader-Adapters-Headphone-Converter-Connector/product-reviews/B07DKX198Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 6, 2018",No,B07DKX198Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75 ounces,,,,,,,,,,"Guangzhou Openfind Electronic Commerce CO., LTD",,,5.2 x 3.7 x 0.59 inches,,,,,,,,,,,,,"#3,991 in Headphone Adapters",,,
6435,"Wireless Earbuds Bluetooth Headphones in-Ear Stereo Headphones, CCK KS Plus Dual Battery Hi-fi Music Sweat Proof Noise Canceling Wireless Headphones with Mic for Outdoor Gym Workout Exercising(Green)",https://www.amazon.com/Bluetooth-Headphones-CCK-Canceling-Exercising/product-reviews/B07S2WN4V4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 21, 2019",,B07S2WN4V4,,,,,,,,,,,,,,,,,,,,,,2 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,7.5 ounces,,,,,,,,,,Bluedio,,,4.72 x 3.62 x 2.13 inches,,,,,,,,,,,,,"#12,066 in Earbud & In-Ear Headphones",,,
6436,urBeats Wired in-Ear Headphone - Rose Gold,,"November 13, 2016",,B01MSL2K2U,,,,,,,,,,,,Wired,,,,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,Microphone,,,,,,,3.5 mm,CHL,,,,,,,,,,,,,,Wireless_display_on_website,,"#38,709 in Earbud & In-Ear Headphones",,,
6437,Hamsa W/evil Eye Ear Buds,,"May 8, 2019",,B07RK578ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06 ounces,,,,,65591,,,,,DCI,,,6.85 x 3.39 x 0.75 inches,,,,,,,,,,,,,"#36,319 in Earbud & In-Ear Headphones",,,
6438,Sony MDR-E10LP Fashion Ear Bud In-Ear Headphones Stereo Earbuds - Black (MDRE10LP),https://www.amazon.com/Sony-MDR-E10LP-Fashion-Headphones-Earbuds/product-reviews/B00KC89YAC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 14, 2014",No,B00KC89YAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,,,,,,Sony,,,8 x 1.89 x 1.42 inches,,,,,,,,,,,,,"#17,361 in Earbud & In-Ear Headphones",,,
6439,Seadream 2Pack 6 inch 3-Pole 3.5mm Male to 2.5mm Female Headset Audio Adapter Cable Extender Stereo Jack (2Pack),https://www.amazon.com/seadream-clavija-auricular-adaptador-Extender/product-reviews/B01D2EU9PQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 30, 2015",No,B01D2EU9PQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32 ounces,,,,,LYSB01D2EU9PQ-ELECTRNCS,,,,,Seadream,,,3.4 x 2.3 x 0.3 inches,,,,,,,,,,,,,#440 in Stereo 1/4-inch & 1/8-inch Jack Cables,,,
6440,Wireless Bluetooth V5.0 Noise Isolating in-Ear Waterproof Earbuds Headphones - Rich Bass & HiFi - iOS Android Compatible -Comfortable & Durable - Charging Box & Power Bank in One - Black,https://www.amazon.com/Wireless-Bluetooth-Cancelling-Waterproof-Headphones/product-reviews/B07X6PGF2J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 1, 2020",No,B07X6PGF2J,,,,,,,,,,,,,,,,,,,,,,3 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.98 ounces,,,,,F9,,,,,Kyse,Electronics,,4.4 x 3.3 x 2.1 inches,,,,,,,,,,,,,"#7,763 in Earbud & In-Ear Headphones",,,
6441,Replacement Ear Pads for Sony MDR-1000X WH-1000XM2 MDR-1000XM3 Headphone [Lifreak],,"November 29, 2018",No,B07KZ4SB7B,,,,,,,,,3.5 x 1.8 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,8541767108,,,,,Lifreak,,,,,,,,,,,,,,,,"#8,655 in Headphone Earpads",,,
6442,1 Pair of Ear Pads Cushion Cover Earpads Replacement for PDP Recertified Afterglow Kral Playstation 4 PS4 Headphones,https://www.amazon.com/Replacement-Recertified-Afterglow-Playstation-Headphones/product-reviews/B07PGCYDD5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 20, 2019",,B07PGCYDD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88 ounces,,,,,,,,,,YDYBZB,,,7.2 x 3.66 x 0.91 inches,,,,,,,,,,,,,"#2,042 in On-Ear Headphones",,,
6443,"True Wireless Earbuds,Bluetooth 5.0 Earphones,Waterproof Sports Headphones with Touch Control, Mini Earbuds AAC Audio Siri Voice Assistant with Built-in Microphones(Black)",https://www.amazon.com/Waterproof-Headphones-Earbuds-AAC-Audio-Siri-Microphones/product-reviews/B07N481C27/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 25, 2019",No,B07N481C27,,,,,,,,,1 x 0.65 x 0.81 inches,,,,,,,,,,,,,3 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,4.9 ounces,,,,,Plus X,,,,,KIYOU,,,,,,,,,,,,,,,,"#10,137 in Earbud & In-Ear Headphones",,,
6444,"for Airpods Case, Cute 3D Airpods 1&2 Gen Cover with Finger Strap Silicone Rechargeable Headphone case for Apple AirPods 1st/2nd, Shockproof, Anti-Fall and Dustproof Protective (Fries)",https://www.amazon.com/Rechargeable-Headphone-Shockproof-Anti-Fall-Protective/product-reviews/B081SL5P93/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 20, 2019",No,B081SL5P93,,,,,,,,,3.9 x 3.2 x 1.1 inches,,,,,,,,,,,,,,,,,Fries,,,,,,,,,,,,,,,,,,,1.58 ounces,,,,,,,,,,SPM,,,,,,,,,,,,,,Wireless_display_on_website,,"#30,013 in Headphone Cases",,,
6445,"Wireless Earbuds, LANMORE True Wireless Bluetooth Headphones 6Hrs Playtime per Charge - 24Hrs Playtime with Charging Case, IPX5 Waterproof Bluetooth 5.0 TWS Stereo in-Ear Earphones, Built-in Mic",https://www.amazon.com/Wireless-LANMORE-Bluetooth-Headphones-Playtime/product-reviews/B07Y53G9BM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 14, 2019",No,B07Y53G9BM,,,,,,,,,3.07 x 1.1 x 1.54 inches,,,,,,,,,,,,,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,2.89 ounces,,,,,BM1,,,,,LANMORE,,,,,,,,,,,,,,,,"#2,562 in Earbud & In-Ear Headphones",,,
6446,"JinSun Bluetooth 4.2 Headset Ultra-Light Wireless Sport MP3 Headphones with MIC and Volume Control, Built-in 8GB Memory, Sweatproof Running Stereo Earphones for Bluetooth Devices",https://www.amazon.com/JinSun-Bluetooth-Ultra-Light-Headphones-Sweatproof/product-reviews/B075WPB9NW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 24, 2017",No,B075WPB9NW,,,,,,,,,4.53 x 3.07 x 1.49 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.12 ounces,,,,,4334962800,,,,,TopXun,Unisex-adult,,,,,,,,,,,,,,,"#14,139 in Earbud & In-Ear Headphones",,,
6447,"Soundcore Life 2 Active Noise Cancelling Over-Ear Wireless Headphones, Hi-Res Audio, 30-Hour Playtime, CVC Noise Cancellation, BassUp Technology, Memory-Foam Ear Cushions, and Travel Case [2019 New]",https://www.amazon.com/Soundcore-Bluetooth-Headphones-Cancellation-Memory-Protein/product-reviews/B07H96Y819/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 12, 2018",No,B07H96Y819,,,,,,,,,7.68 x 7.09 x 3.07 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,9.3 ounces,,,,,AK-A3023011,,,,,Anker,,,,,,,,,,,,,,,,"#2,129 in Over-Ear Headphones",,,
6448,"Sennheiser SDW 5066 (507024) - Double-Sided (Binaural) Wireless Dect Headset for Desk Phone Softphone/PC & Mobile Phone Connection Dual Microphone Ultra Noise Cancelling, Black",https://www.amazon.com/Sennheiser-SDW-5066-507024-Double-Sided/product-reviews/B07P68C84D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 1, 2019",,B07P68C84D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#151 in Computer Headsets,,,
6449,Sony MDR-ZX750DC Wireless Noise-Canceling Bluetooth Headphones W’ Case - MDRZX750DC,https://www.amazon.com/Sony-MDR-ZX750DC-Noise-Canceling-Bluetooth-Headphones/product-reviews/B00MOPRZEI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 13, 2014",No,B00MOPRZEI,,,,,,,,,15.8 x 14 x 2.4 inches,,,,,,,,,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,2.25 pounds,,,,,MDR-ZX750DC,,,,,Sony,,,,,,,,,,,,,,,,"#4,914 in Over-Ear Headphones",,,
6450,"Tweedz Black & Gold Earbuds with Microphone and Controls - Durable, Tangle-Free, Travel Headphones with Long, Braided Fabric Wrapped Cords and Noise Isolating Ear Buds",https://www.amazon.com/Tweedz-Black-Earbuds-Microphone-Controls/product-reviews/B014GOU4NI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 26, 2015",No,B014GOU4NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,3942051,,,,,Tweedz Braided Headphones,,,6.1 x 3.2 x 0.2 inches,,,,,,,,,,,,,"#13,217 in Earbud & In-Ear Headphones",,,
6451,"Lighting to 3.5 mm Headphone Jack Adapter, iPhone 11 Pro 3.5mm Jack Audio + Charge Star, iPhone Aux Charger Compatible iPhone Xs X 8 7 Support iOS 13 & Music Control & Calling-White",https://www.amazon.com/Lighting-Headphone-Adapter-Compatible-Calling-White/product-reviews/B08593JKQ1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 20, 2019",,B08593JKQ1,,,,,,,,,4.2 x 2.3 x 0.2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,Sobrilli,,,,,,,,,,,,,,,,"#1,785 in Headphone Adapters",,,
6452,Upgrade Ear pad earpad replacement for Sony MDR-NC6 MDR NC6 headset Headpone,https://www.amazon.com/Upgrade-replacement-MDR-NC6-headset-Headpone/product-reviews/B00RUQZ8BS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 3, 2014",No,B00RUQZ8BS,,,,,,,,,5.8 x 2.2 x 0.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32 ounces,,,,,19300044617,,,,,SOFTROUND,,,,,,,,,,,,,,,,"#1,481 in Headphone Earpads",,,
6453,Samsung HM1350 Wireless Hands Free Bluetooth Headset- Black Flat,https://www.amazon.com/Samsung-HM1350-Wireless-Bluetooth-Headset/product-reviews/B00NQG2YTK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 10, 2014",No,B00NQG2YTK,,,,,,,,,3.25 x 1.5 x 7 inches,,,Bluetooth,,,,,,,,,,1 Lithium ion batteries required. (included),,,,Black,,,,,,,,,,,,,,,,,,,1.76 ounces,,Stereo,,,SAMBHM1350NFACST3,,,,Wireless,Samsung,Audio & Video Accessories,,,,,,,,,,,,,Wireless_display_on_website,"Headset, charger, manual","#35,800 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #166 in Single Ear Bluetooth Cell Phone Headsets",,,
6454,Sony MUC-S12SM1 Headphone Cable,https://www.amazon.com/MUCS12SM1-Sony-muc-s12sm1-auricular-cable/product-reviews/B00NW35ORQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 31, 2014",No,B00NW35ORQ,,,,,,,,,1.1 x 2.56 x 4.13 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75 ounces,,,,,MUCS12SM1,,,,,,,,,,,,,,,,,,,,,"#119,476 in Electronics ( See Top 100 in Electronics )",,,
6455,"GoNovate Gemini+ Smallest True Wireless Earbuds with 3000 mAh Charging Case, Supports Track Control, True Stereo Audio Headphones for Music and Calls",https://www.amazon.com/GoNovate-Smallest-Wireless-Charging-Headphones/product-reviews/B07QXJX5LG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 22, 2019",,B07QXJX5LG,,,,,,,,,,,,,,,,,,,,,,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,6.6 ounces,,,,,GN-121316,,,,,GoNovate,,,3.98 x 3.9 x 1.73 inches,,,,,,,,,,,,,"#8,284 in Earbud & In-Ear Headphones",,,
6456,Cats Airpods Case Cover with Keychain for airpod 1/2 in-Earbud Headphones Case -Airpods Protective (Blue),https://www.amazon.com/Airpods-Keychain-Headphones-Airpods-Protective/product-reviews/B083HVDFDG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 6, 2020",,B083HVDFDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87 ounces,,,,,SPLAN89388d6d38a6-47d,,,,,Ms.Deer,,,4.33 x 3.03 x 1.14 inches,,,,,,,,,,,,,"#35,897 in Headphone Cases",,,
6457,"Kids Headphones, GORSUN Wired On Ear Headphones with 85dB Volume Limited Hearing Protection Headphones for Children Toddler(Red)",,"December 3, 2018",No,B07L3GBV6R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,,,,,,,,,gorsun,,,7.8 x 7.24 x 2.28 inches,,,,,,,,,,,,,"#6,234 in On-Ear Headphones",,,
6458,"Audio Technica ATH-CKP500RD SonicSport In-ear Headphones, Red",https://www.amazon.com/Audio-Technica-ATH-CKP500RD-SonicSport-Headphones/product-reviews/B00BBDKOYW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 15, 2013",No,B00BBDKOYW,,,,,,,,,7 x 2 x 3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282 ounces,,,,,ATHCKP500RD,,,,,audio-technica,,,,,,,,,,,,,,,,,,,
6459,"DISDIM 2 in 1 Type USB C to 3.5mm Aux Headphone Audio Jack Adapter Cord and USB-C Charger Connector Splitter Cable for Google Pixel 2 / XL, HTC, Huawei, LG, Essential PH-1, Xiaomi and More-Red",https://www.amazon.com/DISDIM-Headphone-Connector-Splitter-Essential/product-reviews/B07FTJNBCH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 24, 2018",No,B07FTJNBCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176 ounces,,,,,,,,,,iDISDIM,Unisex-adult,,6.3 x 2.4 x 0.6 inches,,,,,,,,,,,,,"#48,314 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #6,627 in Cell Phone Cables & Adapters",,,
6460,"Wireless Earbuds, Bluetooth 5.0 8D Stereo Sound Hi-Fi Headphones with Charging Case, aptX/AAC,TWS in-Ear Binaural Calls Headset 40H Playtime, IPX5 Waterproof Earphones, CVC8.0 Noise Canceling w/Mic",https://www.amazon.com/Bluetooth-Headphones-Waterproof-Earphones-Canceling/product-reviews/B07ZRNGLF3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 30, 2019",,B07ZRNGLF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98 ounces,,,,,,,,,,MIMEI,,,4.3 x 3.5 x 1.9 inches,,,,,,,,,,,,,"#20,223 in Earbud & In-Ear Headphones",,,
6461,JBL Live 200 In-Ear Neckband Wireless Headphone - Black (Renewed),,"February 29, 2020",No,B0859S4646,,,,,,,,,7.09 x 1.57 x 8.78 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.32 ounces,,,,,,,,,,JBL,,,,,,,,,,,,,,,,"#34,269 in Earbud & In-Ear Headphones",,,
6462,Bose BOSEbuild Headphones - Build-it-yourself Bluetooth Headphones for Kids,https://www.amazon.com/Bose-BOSEbuild-Headphones-Build-yourself/product-reviews/B07CHP3HFR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 12, 2018",,B07CHP3HFR,,,,,,,,,8 x 3.38 x 5.75 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,8.8 ounces,,,,,791591-0010,,,,,Bose Corporation,,,,,,,,,,,,,,,,"#2,912 in Over-Ear Headphones",,,
6463,"SOMIC G951 USB Plug Stereo Sound Gaming Headset for PC, PS4, Laptop, with Vibration Bass,Mic &RGB LED Lights (Black)",https://www.amazon.com/SOMIC-Stereo-Gaming-Headset-Vibration/product-reviews/B071KTJC5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 8, 2017",No,B071KTJC5Y,,,,,,,,,8 x 7 x 3.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8 ounces,,,,,SC-G951,,,,,SOMIC,,,,,,,,,,,,,,,,"#10,975 in Video Games ( See Top 100 in Video Games ) #359 in PC Game Headsets #1,102 in PlayStation 4 Accessories",,,
6464,Adhiper Replacement Top Headband Leather Sponge Cushion Pad Repair Parts Compatible with Beats by Dr.Dre Pro Detox Headphones (White),,"February 12, 2020",,B084Q8W58B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88 ounces,,,,,,,,,,Adhiper,,,11.57 x 4.57 x 0.79 inches,,,,,,,,,,,,,"#68,609 in Headphone Accessories",,,
6465,50 PCS Earphone Cable Clip Earphone Wire Clip Earbud Wire Clip for 1.5 mm Earphone Wire to Fix Headphone Wire(Black),,"December 19, 2019",,B082WQY17Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ounces,,,,,,,,,,LGDehome045,,,0.5 x 0.2 x 0.1 inches,,,,,,,,,,,,,"#14,268 in Earbud & In-Ear Headphones",,,
6466,"Wireless Earbuds, LiteXim [2019 Upgraded] Bluetooth 5.0 True Wireless Earphones with 16 Hours Playtime, HD Stereo Sound Waterproof Sport In-Ear Headphones with Microphone Charging Case for Workout Run",https://www.amazon.com/LiteXim-Bluetooth-Waterproof-Headphones-Microphone/product-reviews/B07FZ1WLP5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 28, 2018",No,B07FZ1WLP5,,,,,,,,,0.63 x 0.72 x 0.92 inches,Bluetooth,,Bluetooth,,,,,,,,,,2 Lithium Polymer batteries required. (included),,,,Black,,,,,,,,,,,,,,,,,,,0.35 ounces,,"Microphone, Bluetooth 5.0",,,Aerobuds,,,,,LiteXim,,,,,,,,,,,,,,Wireless_display_on_website,,"#5,204 in Earbud & In-Ear Headphones",,,
6467,"TNP 6.35mm (1/4 inch) Male to 3.5mm (1/8 inch) Female Gold Plated TRS Stereo Headphone Audio Jack Aux Converter Adapter Connector Plug, 2 Pack",,"October 3, 2018",No,B07HYVWLD7,,,,,,,,,2 x 1 x 1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ounces,,,,,ADAP_63M_35F,,,,,TNP Products,,,,,,,,,,,,,,,,"#167,016 in Audio & Video Accessories",,,
6468,"[Apple MFi Certified] 3.5 mm Audio Headphone Adapter Earphone Earbuds Adapter Jack 2 Pack,Convenient to Use,Compatible with Apple iPhone 11 Pro/Max/X/XS/Max/XR 7/8/8 Plus Plug and Play",,"May 28, 2020",,B089D13DF5,,,,,,,,,1.97 x 1.97 x 0.39 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352 ounces,,,,,736724684430,,,,,ATOPAL,,,,,,,,,,,,,,,,"#5,277 in Headphone Adapters",,,
6469,Wireless Earbuds,https://www.amazon.com/Wireless-Bluetooth-Earphones-Microphone-Smartphones/product-reviews/B07PF8SVXR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 4, 2019",,B07PF8SVXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 ounces,,,,,,,,,,Adorve,,,3.8 x 2.8 x 1.3 inches,,,,,,,,,,,,,"#17,686 in Earbud & In-Ear Headphones",,,
6470,Sony MDRX05/RB Over-the-Ear Headphones | Red/Black,https://www.amazon.com/Sony-MDRX05-RB-Over-Headphones/product-reviews/B00GJURVOI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 6, 2014",No,B00GJURVOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15 pounds,,,,,MDRX05/RB,,,,,Sony,,,7.9 x 7 x 4.3 inches,,,,,,,,,,,,,"#9,813 in Over-Ear Headphones",,,
6471,"Clips for Earphone Wire,360 Degree Rotate Headphone Mount Cable Clothing Clip, Use for Fixing Headphone Wire,Black & White (20Pcs/Pack)",https://www.amazon.com/Earphone-Degree-Rotate-Headphone-Clothing/product-reviews/B07F79CDRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 3, 2018",No,B07F79CDRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915 ounces,,,,,,,,,,nachuan,Unisex-adult,,6.73 x 2.2 x 0.63 inches,,,,,,,,,,,,,#590 in Headphone Extension Cords,,,
6472,Bose Headphones Replacement Ear Pads Cushion for Bose Soundtrue Soundlink QuiteComfort QC15 QC25 QC35 Lamp Leather Memory Foam Padding Black,https://www.amazon.com/Headphones-Replacement-Soundtrue-Soundlink-QuiteComfort/product-reviews/B07XCWQ3B5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 3, 2019",No,B07XCWQ3B5,,,,,,,,,3.74 x 2.99 x 0.75 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,AK01,,,,,AKSONIC,Unisex-adult,,,,,,,,,,,,,,,"#7,792 in Headphone Earpads",,,
6473,"Nillkin True Wireless Earbuds Bluetooth 5.0 - Bluetooth Headphones with Wireless Charging Case,TWS Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Running Sports Driving",https://www.amazon.com/Nillkin-Wireless-Earbuds-Bluetooth-Built/product-reviews/B0838Y438Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 29, 2019",,B0838Y438Z,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,7 ounces,,,,,,,,,,Nillkin,,,5.2 x 5 x 1.4 inches,,,,,,,,,,,,,"#16,231 in Earbud & In-Ear Headphones",,,
